order_id,user_id,product_id,order_time,payment_time,quantity,unit_price,coupon_discount,total_amount,is_group_order,share_count,logistics_status,refund_status,device_type,user_agent
49,166,184,2026-05-27 20:39:00,,3,65.54,0.14,196.48,False,1,待发货,已退款,PC,
50,1895,83,2026-05-08 05:55:00,2026-05-08 07:31:00,2,89.46,10.98,167.94,False,2,未知,无,Android,
51,482,445,2026-03-26 23:25:00,,4,105.3,7.3,413.9,False,0,未知,申请中,未知,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X)
52,1322,77,2027-12-20 00:00:00,2027-12-20 00:20:00,5,91.0,12.41,442.59,False,2,未知,申请中,未知,
54,186,317,2024-09-07 00:00:00,2024-09-07 00:33:00,3,66.74,16.15,184.07,False,2,已签收,已退款,未知,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X)
56,617,148,2026-05-27 16:06:00,,5,96.49,9.37,473.08,False,1,未知,已拒绝,未知,python-requests/2.28.1
57,961,438,2026-03-24 19:26:00,2026-03-24 20:05:00,3,73.81,18.98,202.45,False,1,待发货,无,iOS,
58,308,353,2026-03-28 01:22:00,2026-03-28 02:34:00,1,28.45,10.1,18.35,True,1,未知,已退款,iOS,random gibberish string @#$%
59,1155,25,2026-04-08 20:37:00,2026-04-08 20:49:00,3,147.84,0.0,443.52,True,1,未知,已退款,未知,
61,1759,25,2026-05-25 03:51:00,2026-05-25 05:46:00,5,147.84,0.71,738.49,True,1,已发货,申请中,PC,Mozilla/5.0 (Linux; Android 11; SM-G991B)
62,624,115,2026-05-04 19:53:00,2026-05-04 20:34:00,4,41.42,4.61,161.07,True,1,待发货,申请中,未知,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X)
63,738,359,2024-07-05 00:00:00,2024-07-05 01:48:00,5,36.98,11.39,173.51,False,1,已发货,已退款,Android,Mozilla/5.0 (Linux; Android 11; SM-G991B)
64,361,210,2026-04-15 14:49:00,2026-04-15 14:57:00,1,107.92,0.0,107.92,False,1,未知,已拒绝,Android,python-requests/2.28.1
67,1615,78,2026-05-20 02:47:00,,1,117.37,16.65,100.72,False,1,已发货,无,iOS,random gibberish string @#$%
68,1333,247,2026-04-11 08:31:00,2026-04-11 10:31:00,2,80.39,17.95,142.83,False,0,待发货,无,PC,
70,1287,39,2026-04-25 13:07:00,2026-04-25 14:59:00,1,131.04,5.57,125.47,True,5,已发货,已退款,未知,python-requests/2.28.1
71,1720,204,2026-03-20 00:23:00,2026-03-20 02:06:00,1,33.65,3.77,29.88,False,0,已签收,无,PC,
74,535,491,2026-03-03 21:09:00,2026-03-03 22:17:00,4,53.51,11.62,202.42,True,1,退货中,无,Android,python-requests/2.28.1
75,780,229,2026-05-08 12:52:00,2026-05-08 14:30:00,5,115.11,3.34,572.21,False,0,已发货,已退款,iOS,random gibberish string @#$%
77,1612,96,2026-05-06 20:30:00,2026-05-06 22:18:00,5,44.61,1.82,221.23,False,2,待发货,无,Android,random gibberish string @#$%
79,1800,362,2026-03-15 23:03:00,2026-03-16 00:16:00,2,54.51,10.65,98.37,True,3,待发货,已拒绝,iOS,
80,1885,185,2026-04-10 20:17:00,2026-04-10 22:11:00,2,96.97,0.0,193.94,True,2,退货中,申请中,Android,random gibberish string @#$%
81,473,508,2026-04-20 10:31:00,,3,26.5,15.43,64.07,False,1,已发货,无,Android,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X)
82,827,368,2026-05-03 11:16:00,2026-05-03 12:07:00,2,50.87,0.0,101.74,True,5,未知,已退款,PC,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X)
83,1567,209,2026-05-28 22:25:00,2026-05-28 23:42:00,5,41.04,3.28,201.92,True,2,未知,已退款,Android,python-requests/2.28.1
84,167,162,2026-03-08 03:27:00,,2,105.88,12.86,198.9,False,1,已签收,已拒绝,PC,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X)
85,997,491,2026-04-05 14:57:00,2026-04-05 16:31:00,4,53.51,7.98,206.06,False,1,已发货,已拒绝,未知,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X)
86,453,40,2026-05-07 23:11:00,2026-05-08 00:50:00,1,131.5,12.55,118.95,False,0,未知,无,iOS,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X)
88,919,268,2026-05-15 06:14:00,2026-05-15 08:14:00,4,100.52,12.19,389.89,True,2,未知,已退款,未知,python-requests/2.28.1
89,1652,438,2026-04-24 09:24:00,2026-04-24 09:41:00,1,73.81,5.14,68.67,False,1,待发货,无,未知,Mozilla/5.0 (Linux; Android 11; SM-G991B)
90,1175,53,2026-03-20 21:41:00,2026-03-20 23:36:00,4,129.52,10.05,508.03,False,2,退货中,无,未知,Mozilla/5.0 (Linux; Android 11; SM-G991B)
91,1447,71,2026-03-22 19:00:00,2026-03-22 19:04:00,2,106.51,1.67,211.35,False,1,待发货,已退款,PC,
93,1570,261,2026-04-26 23:18:00,2026-04-26 23:59:00,1,97.2,0.52,96.68,False,1,已签收,已退款,Android,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X)
94,274,444,2026-05-28 13:09:00,2026-05-28 14:41:00,4,144.72,14.03,564.85,False,0,退货中,无,iOS,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X)
96,637,104,2026-04-13 20:25:00,2026-04-13 20:44:00,2,34.8,0.53,69.07,True,1,已发货,已拒绝,未知,random gibberish string @#$%
97,327,338,2026-04-19 13:45:00,2026-04-19 14:24:00,1,81.52,2.95,78.57,False,1,已签收,已退款,Android,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X)
98,1360,197,2026-05-28 08:00:00,2026-05-28 09:44:00,3,37.02,0.78,110.28,False,0,退货中,已拒绝,未知,
100,388,103,2026-05-01 19:02:00,2026-05-01 20:12:00,5,47.09,15.21,220.24,False,2,退货中,无,Android,
103,649,87,2026-04-12 22:04:00,2026-04-12 22:16:00,1,69.56,5.05,64.51,False,2,未知,已退款,iOS,python-requests/2.28.1
104,468,336,2026-03-05 01:21:00,2026-03-05 01:56:00,4,70.83,18.1,265.22,False,1,待发货,无,Android,python-requests/2.28.1
105,1454,6,2026-03-14 21:53:00,2026-03-14 23:04:00,2,63.06,0.0,126.12,True,1,已发货,无,未知,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X)
108,1831,357,2026-03-21 22:06:00,,2,34.9,16.19,53.61,False,2,未知,申请中,未知,python-requests/2.28.1
110,733,297,2026-05-04 13:16:00,2026-05-04 14:33:00,1,58.94,15.68,43.26,False,2,未知,已拒绝,未知,
111,1312,312,2026-04-20 01:50:00,2026-04-20 01:55:00,3,22.47,19.52,47.89,False,2,待发货,无,iOS,python-requests/2.28.1
112,398,53,2026-03-12 13:01:00,2026-03-12 13:28:00,4,129.52,11.57,506.51,True,1,未知,无,未知,
113,1613,230,2026-04-01 05:22:00,2026-04-01 07:03:00,1,61.13,5.51,55.62,True,1,待发货,申请中,PC,random gibberish string @#$%
114,1886,359,2027-11-10 00:00:00,2027-11-10 00:03:00,5,36.98,0.0,184.9,False,1,未知,已拒绝,未知,Mozilla/5.0 (Linux; Android 11; SM-G991B)
115,1886,359,2027-11-10 00:00:00,2027-11-10 00:03:00,5,36.98,0.0,184.9,False,1,未知,已拒绝,未知,Mozilla/5.0 (Linux; Android 11; SM-G991B)
116,1292,343,2026-05-21 23:25:00,,1,74.86,13.5,61.36,True,1,待发货,无,iOS,python-requests/2.28.1
117,1956,435,2026-03-27 22:48:00,2026-03-27 23:24:00,1,185.01,0.0,185.01,False,2,退货中,已拒绝,未知,python-requests/2.28.1
119,1665,35,2026-03-15 23:30:00,2026-03-16 00:51:00,2,49.21,9.23,89.19,False,0,已签收,已退款,PC,Mozilla/5.0 (Linux; Android 11; SM-G991B)
120,60,180,2026-05-20 08:26:00,2026-05-20 09:47:00,4,112.87,4.98,446.5,True,5,未知,无,未知,Mozilla/5.0 (Linux; Android 11; SM-G991B)
122,344,392,2026-04-24 21:06:00,2026-04-24 22:27:00,1,46.06,3.71,42.35,False,0,待发货,已拒绝,未知,random gibberish string @#$%
123,98,307,2026-03-19 11:18:00,2026-03-19 11:59:00,4,60.45,17.57,224.23,True,4,退货中,已退款,iOS,random gibberish string @#$%
124,447,74,2026-05-01 21:13:00,2026-05-01 22:02:00,2,119.59,3.71,235.47,False,0,已签收,无,未知,
125,1417,74,2026-05-02 20:49:00,2026-05-02 21:07:00,4,119.59,11.66,466.7,False,2,退货中,已退款,未知,
126,587,76,2026-03-05 17:35:00,2026-03-05 18:20:00,1,115.04,0.0,115.04,False,0,已发货,申请中,未知,python-requests/2.28.1
127,546,74,2026-04-05 18:24:00,2026-04-05 18:49:00,5,119.59,3.65,594.3,True,2,未知,无,未知,
128,1538,307,2026-03-15 17:37:00,2026-03-15 17:40:00,2,60.45,8.0,112.9,False,2,未知,无,Android,python-requests/2.28.1
131,505,167,2026-05-02 02:07:00,2026-05-02 02:57:00,1,43.74,14.01,29.73,False,0,已签收,已拒绝,未知,
133,796,313,2026-04-29 20:14:00,,4,86.11,16.03,328.41,False,0,待发货,申请中,PC,python-requests/2.28.1
137,712,466,2026-04-13 20:45:00,2026-04-13 21:46:00,3,107.24,2.5,319.22,False,0,已发货,已退款,未知,Mozilla/5.0 (Linux; Android 11; SM-G991B)
138,185,404,2026-04-06 21:31:00,2026-04-06 22:45:00,4,62.42,17.18,232.5,True,1,未知,已退款,PC,Mozilla/5.0 (Linux; Android 11; SM-G991B)
139,1190,443,2026-05-21 19:49:00,2026-05-21 20:01:00,2,85.11,8.25,161.97,True,1,待发货,已退款,Android,python-requests/2.28.1
140,1272,430,2026-04-28 21:32:00,2026-04-28 22:03:00,2,192.72,1.3,384.14,False,2,已发货,申请中,Android,python-requests/2.28.1
141,1937,74,2026-03-06 18:35:00,2026-03-06 19:30:00,4,119.59,9.37,468.99,False,0,已发货,已拒绝,未知,Mozilla/5.0 (Linux; Android 11; SM-G991B)
143,688,187,2026-03-07 00:24:00,2026-03-07 01:51:00,4,91.56,12.77,353.47,True,1,已发货,申请中,Android,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X)
145,301,241,2026-04-13 18:56:00,2026-04-13 20:14:00,1,118.27,13.68,104.59,False,1,退货中,无,Android,Mozilla/5.0 (Linux; Android 11; SM-G991B)
148,1230,408,2026-03-31 19:11:00,,5,29.46,0.0,147.3,True,4,已签收,已拒绝,iOS,
149,776,488,2026-04-12 20:46:00,2026-04-12 21:54:00,1,37.38,1.75,35.63,False,1,已发货,已拒绝,iOS,
150,21,278,2026-03-12 23:23:00,2026-03-12 23:44:00,5,78.98,9.83,385.07,True,2,未知,已退款,PC,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X)
153,1508,63,2026-03-23 02:40:00,,4,148.08,0.0,592.32,True,5,未知,申请中,未知,Mozilla/5.0 (Linux; Android 11; SM-G991B)
154,544,159,2026-05-28 23:29:00,,3,129.6,0.0,388.8,False,1,未知,已拒绝,Android,
155,544,159,2026-05-28 23:29:00,,3,129.6,0.0,388.8,False,1,未知,已拒绝,Android,
156,882,74,2026-03-09 21:09:00,2026-03-09 21:39:00,4,119.59,18.22,460.14,False,1,待发货,无,Android,random gibberish string @#$%
157,1610,170,2026-05-08 08:35:00,2026-05-08 10:13:00,1,81.35,11.54,69.81,False,1,待发货,申请中,Android,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X)
158,1448,172,2026-03-30 03:37:00,2026-03-30 04:44:00,4,64.74,19.46,239.5,True,2,未知,已退款,未知,
159,1519,8,2027-08-27 00:00:00,2027-08-27 00:55:00,4,68.17,15.66,257.02,True,5,未知,无,Android,
160,632,70,2026-04-28 20:16:00,2026-04-28 20:59:00,5,130.53,4.46,648.19,True,1,已签收,已拒绝,未知,random gibberish string @#$%
162,919,138,2026-05-03 22:31:00,2026-05-04 00:09:00,4,48.51,2.59,191.45,False,0,未知,无,iOS,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X)
163,310,117,2026-05-01 10:18:00,2026-05-01 10:44:00,1,113.37,6.9,106.47,False,1,已签收,已拒绝,iOS,
164,310,117,2026-05-01 10:18:00,2026-05-01 10:44:00,1,113.37,6.9,106.47,False,1,已签收,已拒绝,iOS,
165,555,285,2026-04-18 12:36:00,2026-04-18 12:40:00,1,87.65,0.0,87.65,False,1,未知,申请中,Android,random gibberish string @#$%
166,1758,419,2026-03-16 19:03:00,2026-03-16 20:27:00,4,52.35,0.0,209.4,False,1,已发货,申请中,未知,
167,332,280,2026-05-17 23:46:00,2026-05-18 01:46:00,2,113.87,14.86,212.88,True,2,已发货,无,PC,python-requests/2.28.1
168,719,365,2026-05-10 18:12:00,2026-05-10 19:58:00,1,38.8,17.12,21.68,False,2,未知,申请中,Android,python-requests/2.28.1
170,628,1,2026-05-16 19:19:00,2026-05-16 20:25:00,1,131.74,0.0,131.74,True,5,退货中,无,iOS,Mozilla/5.0 (Linux; Android 11; SM-G991B)
172,1574,442,2026-05-28 17:21:00,2026-05-28 18:08:00,3,175.54,4.83,521.79,True,5,未知,申请中,未知,python-requests/2.28.1
173,131,398,2026-05-07 13:26:00,2026-05-07 15:12:00,1,22.96,2.94,20.02,False,0,退货中,已拒绝,Android,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X)
174,1144,179,2026-04-01 01:44:00,,3,105.51,19.97,296.56,False,1,未知,无,PC,python-requests/2.28.1
175,2001,223,2026-05-13 21:45:00,2026-05-13 22:51:00,2,38.65,16.57,60.73,True,3,已签收,已退款,Android,python-requests/2.28.1
176,450,11,2026-04-04 18:24:00,2026-04-04 18:44:00,2,56.79,19.64,93.94,False,2,未知,无,未知,random gibberish string @#$%
177,450,11,2026-04-04 18:24:00,2026-04-04 18:44:00,2,56.79,19.64,93.94,False,2,未知,无,未知,random gibberish string @#$%
178,450,11,2026-04-04 18:24:00,2026-04-04 18:44:00,2,56.79,19.64,93.94,False,2,未知,无,未知,random gibberish string @#$%
179,1204,353,2026-05-04 04:31:00,2026-05-04 05:10:00,4,28.45,12.63,101.17,False,0,未知,已退款,Android,python-requests/2.28.1
180,167,262,2026-04-11 14:16:00,2026-04-11 14:36:00,3,36.77,1.13,109.18,False,2,待发货,已拒绝,iOS,Mozilla/5.0 (Linux; Android 11; SM-G991B)
181,1243,232,2026-03-13 12:34:00,2026-03-13 14:20:00,3,27.33,6.7,75.29,True,5,已签收,申请中,PC,
182,1856,387,2026-04-29 23:23:00,2026-04-30 01:01:00,1,28.11,2.67,25.44,False,1,待发货,无,PC,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X)
184,592,114,2026-04-27 06:02:00,2026-04-27 06:43:00,4,143.05,11.56,560.64,False,2,已签收,无,PC,Mozilla/5.0 (Linux; Android 11; SM-G991B)
185,653,253,2026-05-19 19:07:00,2026-05-19 19:45:00,3,37.02,4.71,106.35,False,2,已签收,已拒绝,未知,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X)
187,1778,439,2026-04-06 13:22:00,,2,183.38,9.65,357.11,False,1,退货中,已退款,未知,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X)
188,726,406,2026-03-07 14:52:00,2026-03-07 14:56:00,3,30.82,5.52,86.94,False,2,已签收,无,Android,Mozilla/5.0 (Linux; Android 11; SM-G991B)
189,502,390,2026-03-20 22:07:00,,5,30.29,12.63,138.82,True,2,已签收,已拒绝,Android,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X)
190,842,448,2026-05-17 05:24:00,2026-05-17 06:06:00,5,53.57,3.84,264.01,False,0,已发货,无,未知,Mozilla/5.0 (Linux; Android 11; SM-G991B)
191,319,77,2026-03-16 20:02:00,2026-03-16 20:27:00,5,91.0,0.0,455.0,False,2,未知,已拒绝,iOS,
192,1131,464,2026-04-23 22:27:00,2026-04-24 00:27:00,1,93.38,0.0,93.38,True,2,退货中,无,PC,
193,222,276,2026-05-16 09:24:00,2026-05-16 10:31:00,5,28.2,4.29,136.71,False,1,未知,已拒绝,iOS,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X)
194,689,238,2026-04-06 19:09:00,2026-04-06 19:33:00,1,80.02,13.13,66.89,False,1,待发货,无,未知,Mozilla/5.0 (Linux; Android 11; SM-G991B)
196,1027,42,2026-05-22 22:57:00,2026-05-23 00:56:00,3,148.32,18.88,426.08,True,4,已签收,无,iOS,python-requests/2.28.1
198,1674,32,2026-03-23 00:50:00,,1,123.45,7.46,115.99,False,1,未知,已退款,PC,random gibberish string @#$%
199,265,319,2026-05-01 23:11:00,2026-05-02 00:50:00,1,35.11,14.83,20.28,True,5,未知,已拒绝,iOS,Mozilla/5.0 (Linux; Android 11; SM-G991B)
200,227,448,2026-04-07 21:42:00,2026-04-07 23:38:00,2,53.57,16.23,90.91,False,2,已签收,无,PC,random gibberish string @#$%
201,1617,353,2027-08-08 00:00:00,2027-08-08 01:55:00,4,28.45,14.09,99.71,False,2,未知,申请中,Android,python-requests/2.28.1
202,1260,457,2026-04-09 23:52:00,2026-04-10 01:17:00,3,82.9,4.99,243.71,True,1,已签收,无,Android,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X)
203,1281,96,2026-04-15 23:34:00,,5,44.61,11.05,212.0,True,3,待发货,无,Android,
204,339,177,2026-05-27 21:23:00,2026-05-27 22:24:00,1,110.1,13.07,97.03,False,1,退货中,无,未知,Mozilla/5.0 (Linux; Android 11; SM-G991B)
205,203,300,2026-03-29 18:28:00,2026-03-29 19:56:00,3,35.41,15.19,91.04,True,1,待发货,已退款,PC,random gibberish string @#$%
209,1180,82,2026-05-03 00:54:00,2026-05-03 02:01:00,3,72.13,16.95,199.44,True,4,退货中,无,未知,
210,882,505,2026-04-12 04:27:00,,3,42.87,5.98,122.63,True,3,已签收,无,PC,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X)
211,1608,349,2026-05-22 03:24:00,2026-05-22 04:27:00,2,68.69,6.41,130.97,False,2,退货中,已退款,未知,random gibberish string @#$%
212,206,390,2026-03-18 08:50:00,2026-03-18 09:27:00,5,30.29,11.76,139.69,True,1,已发货,已拒绝,PC,python-requests/2.28.1
213,218,433,2026-03-09 20:10:00,2026-03-09 20:18:00,4,81.35,3.78,321.62,True,3,未知,已退款,未知,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X)
214,1176,406,2026-04-24 06:36:00,2026-04-24 08:16:00,3,30.82,0.11,92.35,False,1,已发货,无,未知,Mozilla/5.0 (Linux; Android 11; SM-G991B)
215,279,42,2026-04-05 22:41:00,,1,148.32,15.51,132.81,True,1,未知,已拒绝,Android,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X)
216,1149,143,2026-04-26 23:03:00,2026-04-26 23:57:00,2,115.45,11.69,219.21,True,2,退货中,已拒绝,未知,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X)
218,581,255,2026-03-17 20:13:00,2026-03-17 22:08:00,3,115.28,0.0,345.84,False,2,未知,申请中,Android,python-requests/2.28.1
219,1207,221,2026-03-16 23:03:00,2026-03-16 23:07:00,5,55.86,18.65,260.65,False,1,已签收,无,未知,Mozilla/5.0 (Linux; Android 11; SM-G991B)
220,1305,367,2026-05-30 16:23:00,2026-05-30 17:27:00,3,25.04,3.12,72.0,True,4,已签收,无,PC,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X)
223,961,185,2026-04-18 08:50:00,2026-04-18 10:48:00,2,96.97,5.94,188.0,False,1,未知,已退款,PC,Mozilla/5.0 (Linux; Android 11; SM-G991B)
224,1656,404,2026-05-02 07:17:00,2026-05-02 09:14:00,2,62.42,0.74,124.1,False,1,已签收,已退款,Android,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X)
225,577,295,2026-05-13 20:42:00,2026-05-13 21:19:00,1,44.94,0.49,44.45,False,0,已发货,已退款,未知,random gibberish string @#$%
226,1692,11,2026-03-29 22:18:00,2026-03-29 23:54:00,3,56.79,13.31,157.06,False,0,已发货,申请中,未知,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X)
227,1810,298,2026-05-04 23:45:00,2026-05-05 00:19:00,3,43.75,7.27,123.98,True,2,未知,已退款,iOS,
228,185,143,2026-03-27 10:59:00,2026-03-27 12:14:00,3,115.45,7.12,339.23,True,4,退货中,已退款,未知,random gibberish string @#$%
229,1464,96,2026-03-14 16:37:00,2026-03-14 17:13:00,3,44.61,14.03,119.8,False,0,未知,无,PC,random gibberish string @#$%
230,273,123,2026-03-03 11:32:00,2026-03-03 11:38:00,5,80.62,8.45,394.65,True,5,待发货,申请中,未知,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X)
231,465,493,2026-04-28 19:02:00,,3,32.27,0.72,96.09,False,1,待发货,无,PC,random gibberish string @#$%
232,763,115,2026-04-05 01:46:00,2026-04-05 02:09:00,1,41.42,0.05,41.37,True,2,未知,无,PC,random gibberish string @#$%
234,728,206,2026-04-06 11:52:00,2026-04-06 12:53:00,4,31.37,10.91,114.57,False,0,已签收,已退款,未知,python-requests/2.28.1
236,1646,77,2026-03-24 13:16:00,2026-03-24 14:46:00,1,91.0,19.46,71.54,True,3,已签收,无,未知,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X)
237,1940,299,2026-03-17 00:45:00,2026-03-17 01:57:00,3,71.32,0.56,213.4,True,2,未知,无,PC,Mozilla/5.0 (Linux; Android 11; SM-G991B)
239,407,349,2026-03-01 23:00:00,2026-03-02 00:30:00,2,68.69,6.28,131.1,False,0,退货中,已退款,未知,python-requests/2.28.1
241,912,175,2026-03-20 23:34:00,2026-03-21 00:19:00,5,100.77,3.51,500.34,False,1,已签收,已退款,未知,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X)
