order_id,city,user_id,amount,price_band,category,is_promotion,discount_rate,is_group_buy,share_count,order_date
NC_0022,南昌,U_NC_0591,443.85,100元以上,服饰鞋帽,True,15.0,True,2,2026-05-13
NC_0023,南昌,U_NC_0421,89.23,50-100元,数码配件,True,6.5,False,0,2026-04-24
NC_0024,南昌,U_NC_0112,86.45,50-100元,服饰鞋帽,False,0.0,True,4,2026-04-13
NC_0025,南昌,U_NC_0564,17.61,0-50元,服饰鞋帽,True,9.2,True,1,2026-04-26
NC_0026,南昌,U_NC_0171,36.09,0-50元,服饰鞋帽,True,6.4,False,0,2026-03-31
NC_0027,南昌,U_NC_0272,74.07,50-100元,家居百货,False,0.0,True,1,2026-04-19
NC_0028,南昌,U_NC_0736,414.05,100元以上,服饰鞋帽,True,16.0,False,0,2026-05-24
NC_0029,南昌,U_NC_0052,59.49,50-100元,服饰鞋帽,True,16.0,True,3,2026-03-08
NC_0030,南昌,U_NC_0610,75.14,50-100元,数码配件,True,19.4,True,2,2026-03-09
NC_0031,南昌,U_NC_0609,44.47,0-50元,服饰鞋帽,False,0.0,False,0,2026-05-14
NC_0032,南昌,U_NC_0272,13.28,0-50元,服饰鞋帽,True,9.7,True,3,2026-03-31
NC_0033,南昌,U_NC_0577,83.58,50-100元,服饰鞋帽,True,16.3,True,4,2026-05-19
NC_0034,南昌,U_NC_0379,129.3,100元以上,服饰鞋帽,True,19.0,False,0,2026-04-01
NC_0035,南昌,U_NC_0009,27.53,0-50元,服饰鞋帽,True,19.8,False,0,2026-05-07
NC_0036,南昌,U_NC_0761,77.73,50-100元,母婴用品,False,0.0,True,1,2026-03-14
NC_0037,南昌,U_NC_0518,63.62,50-100元,服饰鞋帽,True,8.1,False,0,2026-04-03
NC_0038,南昌,U_NC_0790,95.27,50-100元,数码配件,True,11.4,True,1,2026-04-12
NC_0039,南昌,U_NC_0078,49.19,0-50元,服饰鞋帽,True,15.6,False,0,2026-03-15
NC_0040,南昌,U_NC_0131,376.41,100元以上,服饰鞋帽,True,10.5,False,0,2026-04-25
NC_0041,南昌,U_NC_0799,24.59,0-50元,母婴用品,True,8.2,True,1,2026-04-15
NC_0042,南昌,U_NC_0423,93.74,50-100元,宠物用品,True,18.9,False,0,2026-03-23
NC_0043,南昌,U_NC_0274,39.46,0-50元,服饰鞋帽,False,0.0,False,0,2026-04-01
NC_0044,南昌,U_NC_0313,38.05,0-50元,服饰鞋帽,True,12.1,True,4,2026-04-14
NC_0045,南昌,U_NC_0360,448.53,100元以上,服饰鞋帽,True,11.0,True,1,2026-04-05
NC_0046,南昌,U_NC_0183,69.98,50-100元,宠物用品,True,5.4,False,0,2026-04-03
NC_0047,南昌,U_NC_0621,99.18,50-100元,服饰鞋帽,True,10.2,False,0,2026-04-25
NC_0048,南昌,U_NC_0552,146.26,100元以上,家居百货,True,5.7,False,0,2026-05-06
NC_0049,南昌,U_NC_0639,97.01,50-100元,美妆个护,True,11.5,False,0,2026-04-12
NC_0050,南昌,U_NC_0714,92.4,50-100元,美妆个护,True,9.6,False,0,2026-04-21
NC_0051,南昌,U_NC_0631,56.36,50-100元,服饰鞋帽,False,0.0,False,0,2026-03-23
NC_0052,南昌,U_NC_0671,70.3,50-100元,数码配件,True,8.2,False,0,2026-05-17
NC_0053,南昌,U_NC_0675,72.09,50-100元,服饰鞋帽,True,16.9,False,0,2026-03-22
NC_0054,南昌,U_NC_0318,30.62,0-50元,服饰鞋帽,True,17.3,False,0,2026-05-26
NC_0055,南昌,U_NC_0467,17.97,0-50元,服饰鞋帽,True,12.1,False,0,2026-03-10
NC_0056,南昌,U_NC_0798,81.49,50-100元,服饰鞋帽,True,12.4,True,1,2026-03-14
NC_0057,南昌,U_NC_0468,58.79,50-100元,宠物用品,True,13.4,False,0,2026-03-16
NC_0058,南昌,U_NC_0628,28.59,0-50元,服饰鞋帽,True,9.8,False,0,2026-04-26
NC_0059,南昌,U_NC_0762,456.81,100元以上,服饰鞋帽,False,0.0,False,0,2026-03-21
NC_0060,南昌,U_NC_0642,280.03,100元以上,美妆个护,True,9.2,False,0,2026-05-02
NC_0061,南昌,U_NC_0142,27.59,0-50元,美妆个护,True,10.0,False,0,2026-03-11
NC_0062,南昌,U_NC_0064,25.32,0-50元,服饰鞋帽,True,11.2,True,4,2026-04-23
NC_0063,南昌,U_NC_0390,26.81,0-50元,家居百货,True,15.4,False,0,2026-05-13
NC_0064,南昌,U_NC_0766,97.14,50-100元,服饰鞋帽,True,18.4,False,0,2026-05-08
NC_0065,南昌,U_NC_0345,419.95,100元以上,家居百货,True,9.1,False,0,2026-04-19
NC_0066,南昌,U_NC_0028,89.91,50-100元,美妆个护,True,18.8,False,0,2026-05-08
NC_0067,南昌,U_NC_0052,336.76,100元以上,服饰鞋帽,True,11.4,False,0,2026-03-24
NC_0068,南昌,U_NC_0084,23.09,0-50元,服饰鞋帽,True,18.2,True,4,2026-04-02
NC_0069,南昌,U_NC_0042,87.45,50-100元,服饰鞋帽,False,0.0,True,1,2026-05-23
NC_0070,南昌,U_NC_0224,479.84,100元以上,服饰鞋帽,True,7.3,True,1,2026-05-12
NC_0071,南昌,U_NC_0319,62.81,50-100元,服饰鞋帽,True,19.5,False,0,2026-03-21
NC_0072,南昌,U_NC_0204,11.03,0-50元,服饰鞋帽,True,19.4,False,0,2026-05-31
NC_0073,南昌,U_NC_0124,37.62,0-50元,服饰鞋帽,True,16.6,False,0,2026-05-16
NC_0074,南昌,U_NC_0431,326.37,100元以上,服饰鞋帽,True,14.9,True,3,2026-03-02
NC_0075,南昌,U_NC_0667,142.22,100元以上,宠物用品,True,11.9,True,2,2026-05-06
NC_0076,南昌,U_NC_0331,42.33,0-50元,服饰鞋帽,True,11.5,False,0,2026-04-04
NC_0077,南昌,U_NC_0685,432.29,100元以上,服饰鞋帽,True,8.7,False,0,2026-05-18
NC_0078,南昌,U_NC_0287,51.43,50-100元,数码配件,True,8.2,False,0,2026-04-13
NC_0079,南昌,U_NC_0569,380.47,100元以上,服饰鞋帽,True,19.2,True,4,2026-05-02
NC_0080,南昌,U_NC_0709,376.24,100元以上,服饰鞋帽,True,16.9,True,2,2026-04-21
NC_0081,南昌,U_NC_0339,36.56,0-50元,服饰鞋帽,True,10.2,False,0,2026-05-10
NC_0082,南昌,U_NC_0190,72.69,50-100元,服饰鞋帽,True,15.8,True,5,2026-05-28
NC_0083,南昌,U_NC_0199,39.54,0-50元,服饰鞋帽,True,16.4,False,0,2026-03-13
NC_0084,南昌,U_NC_0300,68.04,50-100元,服饰鞋帽,True,6.9,True,1,2026-05-10
NC_0085,南昌,U_NC_0491,56.31,50-100元,家居百货,True,18.1,False,0,2026-04-30
NC_0086,南昌,U_NC_0411,59.22,50-100元,服饰鞋帽,False,0.0,False,0,2026-03-09
NC_0087,南昌,U_NC_0255,78.85,50-100元,服饰鞋帽,True,17.2,False,0,2026-03-11
NC_0088,南昌,U_NC_0454,40.58,0-50元,服饰鞋帽,True,8.4,False,0,2026-04-27
NC_0089,南昌,U_NC_0782,79.43,50-100元,服饰鞋帽,True,5.9,False,0,2026-03-13
NC_0090,南昌,U_NC_0462,18.44,0-50元,服饰鞋帽,True,7.6,True,1,2026-04-22
NC_0091,南昌,U_NC_0704,73.5,50-100元,服饰鞋帽,True,9.2,False,0,2026-03-10
NC_0092,南昌,U_NC_0231,20.58,0-50元,数码配件,True,17.1,True,1,2026-05-09
NC_0093,南昌,U_NC_0450,95.42,50-100元,数码配件,True,7.5,True,5,2026-04-06
NC_0094,南昌,U_NC_0449,37.55,0-50元,美妆个护,False,0.0,False,0,2026-05-03
NC_0095,南昌,U_NC_0022,11.59,0-50元,服饰鞋帽,True,8.8,True,5,2026-05-15
NC_0096,南昌,U_NC_0453,368.91,100元以上,服饰鞋帽,True,16.3,False,0,2026-05-23
NC_0097,南昌,U_NC_0342,172.6,100元以上,服饰鞋帽,True,12.4,True,3,2026-04-22
NC_0098,南昌,U_NC_0779,55.23,50-100元,服饰鞋帽,True,12.4,False,0,2026-04-21
NC_0099,南昌,U_NC_0002,72.74,50-100元,服饰鞋帽,True,19.6,False,0,2026-05-05
NC_0100,南昌,U_NC_0453,77.13,50-100元,服饰鞋帽,True,10.4,False,0,2026-05-20
NC_0101,南昌,U_NC_0497,181.42,100元以上,服饰鞋帽,False,0.0,False,0,2026-05-29
NC_0102,南昌,U_NC_0418,48.93,0-50元,服饰鞋帽,True,7.4,False,0,2026-05-10
NC_0103,南昌,U_NC_0511,49.69,0-50元,食品零食,False,0.0,False,0,2026-03-20
NC_0104,南昌,U_NC_0565,216.74,100元以上,美妆个护,True,12.2,False,0,2026-04-28
NC_0105,南昌,U_NC_0807,17.62,0-50元,服饰鞋帽,True,7.0,True,4,2026-04-13
NC_0106,南昌,U_NC_0153,91.03,50-100元,服饰鞋帽,True,13.8,False,0,2026-05-02
NC_0107,南昌,U_NC_0715,74.22,50-100元,服饰鞋帽,True,10.7,False,0,2026-03-25
NC_0108,南昌,U_NC_0396,25.32,0-50元,家居百货,True,9.8,False,0,2026-04-18
NC_0109,南昌,U_NC_0103,416.96,100元以上,服饰鞋帽,True,19.5,True,5,2026-04-12
NC_0110,南昌,U_NC_0159,276.12,100元以上,服饰鞋帽,True,15.8,False,0,2026-05-23
NC_0111,南昌,U_NC_0547,41.26,0-50元,服饰鞋帽,True,11.0,True,3,2026-05-26
NC_0112,南昌,U_NC_0647,65.83,50-100元,美妆个护,True,18.1,True,1,2026-03-31
NC_0113,南昌,U_NC_0103,64.37,50-100元,服饰鞋帽,True,19.7,False,0,2026-05-30
NC_0114,南昌,U_NC_0150,84.7,50-100元,家居百货,True,16.9,True,3,2026-04-25
NC_0115,南昌,U_NC_0635,26.48,0-50元,服饰鞋帽,True,7.6,False,0,2026-04-18
NC_0116,南昌,U_NC_0010,74.88,50-100元,服饰鞋帽,True,14.6,False,0,2026-05-25
NC_0117,南昌,U_NC_0307,286.1,100元以上,服饰鞋帽,True,6.1,False,0,2026-05-15
NC_0118,南昌,U_NC_0243,71.22,50-100元,服饰鞋帽,True,8.0,True,4,2026-03-14
NC_0119,南昌,U_NC_0282,67.95,50-100元,服饰鞋帽,True,5.3,False,0,2026-04-20
NC_0120,南昌,U_NC_0294,44.6,0-50元,美妆个护,False,0.0,False,0,2026-05-03
NC_0121,南昌,U_NC_0100,192.05,100元以上,数码配件,True,7.9,True,2,2026-05-20
NC_0122,南昌,U_NC_0303,358.54,100元以上,服饰鞋帽,True,13.7,False,0,2026-03-12
NC_0123,南昌,U_NC_0169,70.78,50-100元,服饰鞋帽,True,18.1,True,5,2026-04-04
NC_0124,南昌,U_NC_0078,42.99,0-50元,服饰鞋帽,True,16.2,True,1,2026-04-29
NC_0125,南昌,U_NC_0375,48.66,0-50元,家居百货,True,19.7,False,0,2026-05-11
NC_0126,南昌,U_NC_0599,25.78,0-50元,服饰鞋帽,True,10.5,False,0,2026-04-03
NC_0127,南昌,U_NC_0336,81.93,50-100元,服饰鞋帽,True,12.1,False,0,2026-05-11
NC_0128,南昌,U_NC_0144,188.55,100元以上,服饰鞋帽,True,18.6,True,4,2026-03-15
NC_0129,南昌,U_NC_0687,11.49,0-50元,母婴用品,True,18.3,True,4,2026-04-17
NC_0130,南昌,U_NC_0102,378.59,100元以上,服饰鞋帽,True,15.9,False,0,2026-05-23
NC_0131,南昌,U_NC_0372,346.26,100元以上,食品零食,True,10.6,False,0,2026-03-31
NC_0132,南昌,U_NC_0195,37.43,0-50元,服饰鞋帽,False,0.0,True,4,2026-04-05
NC_0133,南昌,U_NC_0052,479.6,100元以上,数码配件,True,8.2,False,0,2026-03-03
NC_0134,南昌,U_NC_0601,197.43,100元以上,服饰鞋帽,True,6.0,False,0,2026-03-27
NC_0135,南昌,U_NC_0554,44.79,0-50元,服饰鞋帽,True,18.5,True,2,2026-03-17
NC_0136,南昌,U_NC_0603,16.98,0-50元,服饰鞋帽,True,5.2,False,0,2026-03-31
NC_0137,南昌,U_NC_0460,58.71,50-100元,服饰鞋帽,True,12.9,False,0,2026-04-30
NC_0138,南昌,U_NC_0470,305.3,100元以上,服饰鞋帽,True,19.2,True,5,2026-04-08
NC_0139,南昌,U_NC_0076,51.56,50-100元,食品零食,True,6.6,False,0,2026-04-26
NC_0140,南昌,U_NC_0333,228.84,100元以上,服饰鞋帽,True,14.4,False,0,2026-05-31
NC_0141,南昌,U_NC_0671,79.87,50-100元,服饰鞋帽,True,11.5,False,0,2026-03-15
NC_0142,南昌,U_NC_0409,88.45,50-100元,美妆个护,True,11.8,True,3,2026-04-28
NC_0143,南昌,U_NC_0094,54.75,50-100元,服饰鞋帽,True,10.6,True,4,2026-03-09
NC_0144,南昌,U_NC_0576,137.29,100元以上,服饰鞋帽,True,17.2,False,0,2026-05-15
NC_0145,南昌,U_NC_0295,83.5,50-100元,服饰鞋帽,True,19.1,False,0,2026-03-07
NC_0146,南昌,U_NC_0570,67.58,50-100元,服饰鞋帽,True,14.9,True,1,2026-04-14
NC_0147,南昌,U_NC_0629,88.13,50-100元,服饰鞋帽,True,17.7,False,0,2026-05-19
NC_0148,南昌,U_NC_0781,77.84,50-100元,服饰鞋帽,True,15.4,True,3,2026-05-29
NC_0149,南昌,U_NC_0759,66.99,50-100元,服饰鞋帽,True,13.5,False,0,2026-03-19
NC_0150,南昌,U_NC_0739,51.53,50-100元,美妆个护,True,11.3,True,3,2026-04-09
NC_0151,南昌,U_NC_0691,97.07,50-100元,服饰鞋帽,True,7.3,False,0,2026-03-07
NC_0152,南昌,U_NC_0354,27.72,0-50元,服饰鞋帽,True,11.2,True,5,2026-03-15
NC_0153,南昌,U_NC_0057,64.16,50-100元,服饰鞋帽,True,15.0,True,4,2026-05-16
NC_0154,南昌,U_NC_0765,22.06,0-50元,服饰鞋帽,True,8.8,True,1,2026-05-03
NC_0155,南昌,U_NC_0074,56.46,50-100元,服饰鞋帽,True,13.4,False,0,2026-04-15
NC_0156,南昌,U_NC_0415,87.1,50-100元,服饰鞋帽,True,6.2,True,4,2026-05-13
NC_0157,南昌,U_NC_0472,267.08,100元以上,服饰鞋帽,True,9.9,False,0,2026-05-19
NC_0158,南昌,U_NC_0081,467.91,100元以上,服饰鞋帽,True,8.6,False,0,2026-05-07
NC_0159,南昌,U_NC_0544,65.51,50-100元,服饰鞋帽,True,7.5,False,0,2026-03-15
NC_0160,南昌,U_NC_0106,95.3,50-100元,服饰鞋帽,True,17.3,False,0,2026-03-31
NC_0161,南昌,U_NC_0773,17.89,0-50元,服饰鞋帽,True,14.8,True,4,2026-04-29
NC_0162,南昌,U_NC_0643,78.97,50-100元,服饰鞋帽,True,14.6,False,0,2026-04-11
NC_0163,南昌,U_NC_0520,71.99,50-100元,服饰鞋帽,True,16.9,False,0,2026-04-15
NC_0164,南昌,U_NC_0630,28.47,0-50元,服饰鞋帽,True,9.3,False,0,2026-03-12
NC_0165,南昌,U_NC_0461,69.22,50-100元,服饰鞋帽,False,0.0,False,0,2026-03-06
NC_0166,南昌,U_NC_0106,328.66,100元以上,服饰鞋帽,True,12.5,False,0,2026-04-27
NC_0167,南昌,U_NC_0537,434.95,100元以上,母婴用品,True,7.6,True,4,2026-04-26
NC_0168,南昌,U_NC_0809,57.94,50-100元,服饰鞋帽,True,11.1,True,5,2026-03-07
NC_0169,南昌,U_NC_0342,66.73,50-100元,服饰鞋帽,True,10.8,True,5,2026-03-20
NC_0170,南昌,U_NC_0133,36.54,0-50元,食品零食,False,0.0,False,0,2026-04-20
NC_0171,南昌,U_NC_0720,96.9,50-100元,服饰鞋帽,True,16.9,False,0,2026-05-25
NC_0172,南昌,U_NC_0019,395.51,100元以上,服饰鞋帽,True,14.7,False,0,2026-04-16
NC_0173,南昌,U_NC_0141,59.01,50-100元,服饰鞋帽,False,0.0,False,0,2026-03-29
NC_0174,南昌,U_NC_0039,21.83,0-50元,数码配件,True,13.1,False,0,2026-05-07
NC_0175,南昌,U_NC_0739,93.82,50-100元,服饰鞋帽,True,7.3,True,5,2026-03-22
NC_0176,南昌,U_NC_0547,70.54,50-100元,服饰鞋帽,True,11.7,True,4,2026-03-30
NC_0177,南昌,U_NC_0473,48.62,0-50元,美妆个护,False,0.0,True,5,2026-04-26
NC_0178,南昌,U_NC_0257,411.25,100元以上,服饰鞋帽,True,7.4,True,5,2026-03-18
NC_0179,南昌,U_NC_0128,29.22,0-50元,服饰鞋帽,False,0.0,False,0,2026-05-06
NC_0180,南昌,U_NC_0228,40.52,0-50元,服饰鞋帽,False,0.0,True,4,2026-03-12
NC_0181,南昌,U_NC_0230,453.85,100元以上,食品零食,True,12.5,True,1,2026-04-17
NC_0182,南昌,U_NC_0713,47.23,0-50元,数码配件,True,16.9,True,3,2026-04-30
NC_0183,南昌,U_NC_0562,403.54,100元以上,服饰鞋帽,True,18.6,True,2,2026-03-20
NC_0184,南昌,U_NC_0655,343.55,100元以上,服饰鞋帽,True,8.6,True,2,2026-04-23
NC_0185,南昌,U_NC_0648,282.85,100元以上,服饰鞋帽,False,0.0,False,0,2026-03-03
NC_0186,南昌,U_NC_0681,62.1,50-100元,服饰鞋帽,True,14.2,True,4,2026-03-24
NC_0187,南昌,U_NC_0568,76.17,50-100元,服饰鞋帽,False,0.0,False,0,2026-05-04
NC_0188,南昌,U_NC_0808,44.93,0-50元,服饰鞋帽,True,10.6,False,0,2026-04-15
NC_0189,南昌,U_NC_0046,19.65,0-50元,服饰鞋帽,True,13.7,False,0,2026-03-18
NC_0190,南昌,U_NC_0647,66.93,50-100元,服饰鞋帽,True,15.3,False,0,2026-05-01
NC_0191,南昌,U_NC_0811,15.39,0-50元,美妆个护,False,0.0,True,2,2026-03-06
NC_0192,南昌,U_NC_0772,11.68,0-50元,宠物用品,True,17.2,False,0,2026-03-05
NC_0193,南昌,U_NC_0410,64.31,50-100元,家居百货,True,14.8,True,3,2026-04-25
NC_0194,南昌,U_NC_0377,457.85,100元以上,服饰鞋帽,False,0.0,False,0,2026-05-03
NC_0195,南昌,U_NC_0559,307.71,100元以上,数码配件,True,6.2,False,0,2026-03-24
NC_0196,南昌,U_NC_0707,55.13,50-100元,服饰鞋帽,True,11.7,False,0,2026-03-22
NC_0197,南昌,U_NC_0282,72.36,50-100元,美妆个护,False,0.0,False,0,2026-04-25
NC_0198,南昌,U_NC_0164,89.57,50-100元,服饰鞋帽,True,11.1,False,0,2026-05-26
NC_0199,南昌,U_NC_0393,157.11,100元以上,服饰鞋帽,True,5.5,True,3,2026-04-16
NC_0200,南昌,U_NC_0588,112.95,100元以上,服饰鞋帽,True,10.6,False,0,2026-03-10
NC_0201,南昌,U_NC_0531,24.68,0-50元,服饰鞋帽,True,19.4,True,2,2026-05-03
NC_0202,南昌,U_NC_0711,78.08,50-100元,服饰鞋帽,True,11.7,False,0,2026-04-06
NC_0203,南昌,U_NC_0090,296.48,100元以上,服饰鞋帽,True,11.8,False,0,2026-04-26
NC_0204,南昌,U_NC_0162,487.02,100元以上,宠物用品,True,6.0,False,0,2026-04-08
NC_0205,南昌,U_NC_0243,470.93,100元以上,服饰鞋帽,True,12.6,True,2,2026-03-18
NC_0206,南昌,U_NC_0089,110.51,100元以上,服饰鞋帽,True,17.1,False,0,2026-05-18
NC_0207,南昌,U_NC_0076,25.93,0-50元,美妆个护,True,11.2,False,0,2026-05-13
NC_0208,南昌,U_NC_0602,22.68,0-50元,服饰鞋帽,True,12.8,True,5,2026-05-21
NC_0209,南昌,U_NC_0157,48.65,0-50元,服饰鞋帽,False,0.0,True,1,2026-05-06
NC_0210,南昌,U_NC_0257,58.1,50-100元,母婴用品,True,19.1,False,0,2026-03-11
NC_0211,南昌,U_NC_0595,48.25,0-50元,服饰鞋帽,True,14.2,True,2,2026-05-15
NC_0212,南昌,U_NC_0084,36.35,0-50元,美妆个护,True,17.6,False,0,2026-03-04
NC_0213,南昌,U_NC_0032,35.66,0-50元,服饰鞋帽,True,16.5,False,0,2026-05-21
NC_0214,南昌,U_NC_0416,81.36,50-100元,服饰鞋帽,False,0.0,False,0,2026-05-27
NC_0215,南昌,U_NC_0321,53.65,50-100元,服饰鞋帽,True,12.3,True,5,2026-03-19
NC_0216,南昌,U_NC_0576,227.73,100元以上,食品零食,False,0.0,True,3,2026-05-05
NC_0217,南昌,U_NC_0429,19.67,0-50元,服饰鞋帽,True,7.1,True,4,2026-05-18
NC_0218,南昌,U_NC_0528,44.61,0-50元,服饰鞋帽,True,13.7,True,2,2026-05-03
NC_0219,南昌,U_NC_0221,93.95,50-100元,服饰鞋帽,True,10.9,False,0,2026-03-31
NC_0220,南昌,U_NC_0550,52.43,50-100元,服饰鞋帽,True,17.6,False,0,2026-04-06
NC_0221,南昌,U_NC_0411,14.3,0-50元,服饰鞋帽,True,10.5,False,0,2026-03-06
NC_0222,南昌,U_NC_0287,32.47,0-50元,服饰鞋帽,True,10.8,False,0,2026-05-10
NC_0223,南昌,U_NC_0375,349.3,100元以上,服饰鞋帽,True,6.5,True,3,2026-05-11
NC_0224,南昌,U_NC_0532,179.62,100元以上,服饰鞋帽,True,5.7,True,3,2026-04-30
NC_0225,南昌,U_NC_0608,80.31,50-100元,服饰鞋帽,True,14.2,True,5,2026-04-08
NC_0226,南昌,U_NC_0340,91.41,50-100元,服饰鞋帽,True,9.5,False,0,2026-04-17
NC_0227,南昌,U_NC_0612,98.99,50-100元,服饰鞋帽,True,15.9,False,0,2026-03-04
NC_0228,南昌,U_NC_0492,98.35,50-100元,美妆个护,True,13.7,False,0,2026-05-14
NC_0229,南昌,U_NC_0587,35.16,0-50元,服饰鞋帽,True,7.2,False,0,2026-03-05
NC_0230,南昌,U_NC_0514,143.96,100元以上,服饰鞋帽,True,7.3,False,0,2026-04-22
NC_0231,南昌,U_NC_0333,468.21,100元以上,家居百货,True,5.9,True,2,2026-05-11
NC_0232,南昌,U_NC_0351,291.35,100元以上,服饰鞋帽,False,0.0,False,0,2026-05-08
NC_0233,南昌,U_NC_0253,83.79,50-100元,家居百货,True,17.1,True,4,2026-03-25
NC_0234,南昌,U_NC_0325,21.94,0-50元,食品零食,True,15.6,False,0,2026-05-02
NC_0235,南昌,U_NC_0405,78.02,50-100元,宠物用品,True,6.8,False,0,2026-04-18
NC_0236,南昌,U_NC_0453,481.84,100元以上,数码配件,True,9.3,False,0,2026-04-14
NC_0237,南昌,U_NC_0141,87.37,50-100元,服饰鞋帽,True,9.1,False,0,2026-04-04
NC_0238,南昌,U_NC_0103,39.64,0-50元,服饰鞋帽,True,18.6,True,2,2026-03-07
NC_0239,南昌,U_NC_0417,85.87,50-100元,服饰鞋帽,True,5.1,False,0,2026-03-21
NC_0240,南昌,U_NC_0061,94.03,50-100元,服饰鞋帽,True,16.3,True,3,2026-05-22
NC_0241,南昌,U_NC_0428,135.78,100元以上,服饰鞋帽,True,15.8,False,0,2026-03-23
NC_0242,南昌,U_NC_0039,170.32,100元以上,食品零食,True,7.8,False,0,2026-04-07
NC_0243,南昌,U_NC_0506,32.72,0-50元,服饰鞋帽,False,0.0,True,5,2026-05-07
NC_0244,南昌,U_NC_0264,153.68,100元以上,服饰鞋帽,True,17.1,True,4,2026-05-22
NC_0245,南昌,U_NC_0416,105.63,100元以上,服饰鞋帽,True,15.1,True,5,2026-05-21
NC_0246,南昌,U_NC_0007,306.11,100元以上,服饰鞋帽,True,7.8,True,3,2026-04-01
NC_0247,南昌,U_NC_0268,19.42,0-50元,美妆个护,False,0.0,True,5,2026-03-02
NC_0248,南昌,U_NC_0721,84.64,50-100元,服饰鞋帽,True,9.6,False,0,2026-05-04
NC_0249,南昌,U_NC_0137,376.12,100元以上,服饰鞋帽,False,0.0,True,2,2026-03-29
NC_0250,南昌,U_NC_0681,72.75,50-100元,食品零食,True,13.2,False,0,2026-05-08
NC_0251,南昌,U_NC_0721,404.74,100元以上,服饰鞋帽,True,16.8,False,0,2026-05-07
NC_0252,南昌,U_NC_0169,95.86,50-100元,服饰鞋帽,True,18.5,True,5,2026-03-20
NC_0253,南昌,U_NC_0057,76.02,50-100元,服饰鞋帽,True,13.7,True,5,2026-04-27
NC_0254,南昌,U_NC_0406,75.66,50-100元,服饰鞋帽,True,11.9,False,0,2026-03-03
NC_0255,南昌,U_NC_0062,10.12,0-50元,服饰鞋帽,True,11.4,False,0,2026-05-09
NC_0256,南昌,U_NC_0392,127.61,100元以上,母婴用品,True,7.7,True,4,2026-04-17
NC_0257,南昌,U_NC_0670,95.86,50-100元,服饰鞋帽,True,19.5,False,0,2026-03-18
NC_0258,南昌,U_NC_0306,147.45,100元以上,食品零食,True,15.9,True,1,2026-03-03
NC_0259,南昌,U_NC_0283,85.95,50-100元,服饰鞋帽,True,8.4,False,0,2026-03-20
NC_0260,南昌,U_NC_0247,45.01,0-50元,美妆个护,True,14.9,False,0,2026-03-03
NC_0261,南昌,U_NC_0450,14.04,0-50元,服饰鞋帽,True,15.5,True,1,2026-04-21
NC_0262,南昌,U_NC_0592,18.69,0-50元,家居百货,True,12.6,True,5,2026-04-10
NC_0263,南昌,U_NC_0424,83.63,50-100元,服饰鞋帽,True,7.1,False,0,2026-03-29
NC_0264,南昌,U_NC_0570,53.05,50-100元,宠物用品,False,0.0,False,0,2026-04-24
NC_0265,南昌,U_NC_0153,98.61,50-100元,宠物用品,True,12.9,False,0,2026-04-22
NC_0266,南昌,U_NC_0475,59.19,50-100元,服饰鞋帽,True,8.4,False,0,2026-03-19
NC_0267,南昌,U_NC_0081,324.95,100元以上,宠物用品,True,10.8,True,3,2026-05-22
