order_id,user_id,product_id,order_time,payment_time,quantity,unit_price,coupon_discount,total_amount,is_group_order,share_count,logistics_status,refund_status,device_type,user_agent
30,1133,309,2026-03-27 15:02:00,2026-03-27 15:43:00,5.0,76.3,12.8,368.7,True,5,退货中,已拒绝,PC,
31,1182,492,2026-05-28 04:14:00,2026-05-28 04:52:00,2.0,90.92,3.8,178.04,False,2,已签收,,,Mozilla/5.0 (Linux; Android 11; SM-G991B)
32,1326,404,2026-04-21 09:52:00,2026-04-21 11:36:00,3.0,62.42,5.91,181.35,False,1,待发货,申请中,PC,
33,1894,267,2026-04-24 15:17:00,2026-04-24 15:30:00,4.0,90.45,5.47,356.33,False,0,退货中,申请中,Android,random gibberish string @#$%
34,1052,255,2026-03-22 22:13:00,2026-03-22 22:55:00,3.0,115.28,17.7,328.14,False,2,已签收,已退款,,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X)
35,875,459,2026-04-16 20:27:00,2026-04-16 22:25:00,3.0,80.69,11.6,230.47,True,2,,已拒绝,Android,random gibberish string @#$%
36,1737,104,2026-03-29 23:13:00,2026-03-30 00:38:00,2.0,34.8,13.77,55.83,False,1,,申请中,PC,python-requests/2.28.1
37,895,462,2024-02-18 00:00:00,2024-02-18 01:19:00,5.0,198.55,18.84,973.91,False,2,,已退款,iOS,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X)
38,1475,474,2026-04-14 21:04:00,2026-04-14 22:54:00,5.0,147.94,16.93,722.77,False,1,已发货,已退款,iOS,random gibberish string @#$%
39,1831,455,2026-03-11 23:53:00,2026-03-12 01:43:00,5.0,169.22,0.6,845.5,True,3,退货中,申请中,Android,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X)
40,2009,120,2026-05-14 23:16:00,2026-05-14 23:32:00,5.0,136.13,11.5,669.15,False,2,退货中,,,Mozilla/5.0 (Linux; Android 11; SM-G991B)
41,686,54,2024-07-14 00:00:00,2024-07-14 01:59:00,5.0,44.63,19.45,203.7,True,4,已签收,,,Mozilla/5.0 (Linux; Android 11; SM-G991B)
42,738,513,2026-05-02 16:39:00,2026-05-02 18:22:00,5.0,142.0086748331011,1.61,708.43,True,1,已签收,已拒绝,Android,python-requests/2.28.1
43,803,150,2026-03-18 16:45:00,2026-03-18 16:57:00,5.0,143.26,6.41,709.89,True,2,,已拒绝,PC,python-requests/2.28.1
44,1877,310,2026-03-07 19:16:00,2026-03-07 20:30:00,5.0,66.49,0.88,331.57,False,1,,申请中,,python-requests/2.28.1
45,1608,451,2026-03-18 12:28:00,2026-03-18 13:47:00,4.0,67.56,4.17,266.07,True,0,,已退款,iOS,random gibberish string @#$%
46,1801,293,2026-03-25 22:34:00,2026-03-25 22:36:00,4.0,61.78,10.89,236.23,False,1,待发货,,iOS,random gibberish string @#$%
47,692,310,2026-04-19 09:24:00,2026-04-19 09:49:00,1.0,66.49,16.22,50.27,False,0,待发货,申请中,Android,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X)
48,1008,191,2026-05-08 18:45:00,2026-05-08 18:51:00,2.0,42.87,11.38,74.36,False,0,,已退款,,random gibberish string @#$%
49,166,184,2026-05-27 20:39:00,invalid_time_format,3.0,65.54,0.14,196.48,False,1,待发货,已退款,PC,
50,1895,83,2026-05-08 05:55:00,2026-05-08 07:31:00,2.0,89.46,10.98,167.94,False,2,,,Android,
51,482,445,2026-03-26 23:25:00,,4.0,105.3,7.3,413.9,False,0,,申请中,,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X)
52,1322,77,2027-12-20 00:00:00,2027-12-20 00:20:00,5.0,91.0,12.41,442.59,False,2,,申请中,,
53,1331,151,2026-03-05 23:35:00,2026-03-05 23:45:00,2.0,78.24,17.64,138.84,False,1,已签收,已退款,,Mozilla/5.0 (Linux; Android 11; SM-G991B)
54,186,317,2024-09-07 00:00:00,2024-09-07 00:33:00,3.0,66.74,16.15,184.07,False,2,已签收,已退款,,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X)
55,1196,134,2026-03-11 02:04:00,2026-03-11 03:21:00,,59.35,11.56,,False,0,已签收,,iOS,Mozilla/5.0 (Linux; Android 11; SM-G991B)
56,617,148,2026-05-27 16:06:00,,5.0,96.49,9.37,473.08,False,1,,已拒绝,,python-requests/2.28.1
57,961,438,2026-03-24 19:26:00,2026-03-24 20:05:00,3.0,73.81,18.98,202.45,False,1,待发货,,iOS,
58,308,353,2026-03-28 01:22:00,2026-03-28 02:34:00,1.0,28.45,10.1,18.35,True,0,,已退款,iOS,random gibberish string @#$%
59,1155,25,2026-04-08 20:37:00,2026-04-08 20:49:00,3.0,147.84,-6.373604864686659,443.52,True,0,,已退款,,
60,679,130,2026-05-06 22:18:00,2026-05-06 22:43:00,2.0,136.42,14.96,257.88,True,2,已签收,已拒绝,Android,Mozilla/5.0 (Linux; Android 11; SM-G991B)
61,1759,25,2026-05-25 03:51:00,2026-05-25 05:46:00,5.0,147.84,0.71,738.49,True,0,已发货,申请中,PC,Mozilla/5.0 (Linux; Android 11; SM-G991B)
62,624,115,2026-05-04 19:53:00,2026-05-04 20:34:00,4.0,41.42,4.61,161.07,True,0,待发货,申请中,,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X)
63,738,359,2024-07-05 00:00:00,2024-07-05 01:48:00,5.0,36.98,11.39,173.51,False,1,已发货,已退款,Android,Mozilla/5.0 (Linux; Android 11; SM-G991B)
64,361,210,2026-04-15 14:49:00,2026-04-15 14:57:00,1.0,107.92,-4.609864274678419,107.92,False,1,,已拒绝,Android,python-requests/2.28.1
65,134,218,2026-04-05 16:04:00,2026-04-05 17:57:00,4.0,101.75,5.31,401.69,False,2,,,PC,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X)
66,134,218,2026-04-05 16:04:00,2026-04-05 17:57:00,4.0,101.75,5.31,401.69,False,2,,,PC,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X)
67,1615,78,2026-05-20 02:47:00,,1.0,117.37,16.65,100.72,False,1,已发货,,iOS,random gibberish string @#$%
68,1333,247,2026-04-11 08:31:00,2026-04-11 10:31:00,2.0,80.39,17.95,142.83,False,0,待发货,,PC,
69,1719,343,2026-03-30 14:40:00,,3.0,-74.86,7.44,,False,2,,申请中,Android,Mozilla/5.0 (Linux; Android 11; SM-G991B)
70,1287,39,2026-04-25 13:07:00,2026-04-25 14:59:00,1.0,131.04,5.57,125.47,True,5,已发货,已退款,,python-requests/2.28.1
71,1720,204,2026-03-20 00:23:00,2026-03-20 02:06:00,1.0,33.65,3.77,29.88,False,0,已签收,,PC,
72,229,371,2026-05-05 22:44:00,2026-05-05 23:22:00,2.0,42.98,2.86,83.1,True,1,,,iOS,Mozilla/5.0 (Linux; Android 11; SM-G991B)
73,144,119,2024-06-12 00:00:00,2024-06-12 01:42:00,4.0,,6.11,,False,1,已发货,,PC,Mozilla/5.0 (Linux; Android 11; SM-G991B)
74,535,491,2026-03-03 21:09:00,2026-03-03 22:17:00,4.0,53.51,11.62,202.42,True,1,退货中,,Android,python-requests/2.28.1
75,780,229,2026-05-08 12:52:00,2026-05-08 14:30:00,5.0,115.11,3.34,572.21,False,0,已发货,已退款,iOS,random gibberish string @#$%
76,490,144,2026-03-04 06:22:00,2026-03-04 06:46:00,1.0,135.18,0.58,134.6,True,3,,已拒绝,iOS,random gibberish string @#$%
77,1612,96,2026-05-06 20:30:00,2026-05-06 22:18:00,5.0,44.61,1.82,221.23,False,2,待发货,,Android,random gibberish string @#$%
78,833,154,2026-04-22 03:13:00,2026-04-22 04:55:00,2.0,77.58,16.44,138.72,False,0,已签收,已拒绝,iOS,random gibberish string @#$%
79,1800,362,2026-03-15 23:03:00,2026-03-16 00:16:00,2.0,54.51,10.65,98.37,True,3,待发货,已拒绝,iOS,
80,1885,185,2026-04-10 20:17:00,2026-04-10 22:11:00,2.0,96.97,-9.159164186886679,193.94,True,2,退货中,申请中,Android,random gibberish string @#$%
81,473,508,2026-04-20 10:31:00,,3.0,26.5,15.43,64.07,False,1,已发货,,Android,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X)
82,827,368,2026-05-03 11:16:00,2026-05-03 12:07:00,2.0,50.87,-5.695985731928278,101.74,True,5,,已退款,PC,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X)
83,1567,209,2026-05-28 22:25:00,2026-05-28 23:42:00,5.0,41.04,3.28,201.92,True,2,,已退款,Android,python-requests/2.28.1
84,167,162,2026-03-08 03:27:00,,2.0,105.88,12.86,198.9,False,1,已签收,已拒绝,PC,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X)
85,997,491,2026-04-05 14:57:00,2026-04-05 16:31:00,4.0,53.51,7.98,206.06,False,1,已发货,已拒绝,,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X)
86,453,40,2026-05-07 23:11:00,2026-05-08 00:50:00,1.0,131.5,12.55,118.95,False,0,,,iOS,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X)
87,930,106,2026-05-22 23:36:00,2026-05-23 00:19:00,1.0,133.67,12.49,121.18,True,4,,申请中,iOS,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X)
88,919,268,2026-05-15 06:14:00,2026-05-15 08:14:00,4.0,100.52,12.19,389.89,True,2,,已退款,,python-requests/2.28.1
89,1652,438,2026-04-24 09:24:00,2026-04-24 09:41:00,1.0,73.81,5.14,68.67,False,1,待发货,,,Mozilla/5.0 (Linux; Android 11; SM-G991B)
90,1175,53,2026-03-20 21:41:00,2026-03-20 23:36:00,4.0,129.52,10.05,508.03,False,2,退货中,,,Mozilla/5.0 (Linux; Android 11; SM-G991B)
91,1447,71,2026-03-22 19:00:00,2026-03-22 19:04:00,2.0,106.51,1.67,211.35,False,1,待发货,已退款,PC,
92,839,188,2026-05-03 22:19:00,2026-05-03 23:27:00,2.0,,14.6,,True,1,已发货,已退款,,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X)
93,1570,261,2026-04-26 23:18:00,2026-04-26 23:59:00,1.0,97.2,0.52,96.68,False,1,已签收,已退款,Android,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X)
94,274,444,2026-05-28 13:09:00,2026-05-28 14:41:00,4.0,144.72,14.03,564.85,False,0,退货中,,iOS,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X)
95,163,459,2026-04-19 23:02:00,,,80.69,15.46,,True,2,已签收,申请中,Android,Mozilla/5.0 (Linux; Android 11; SM-G991B)
96,637,104,2026-04-13 20:25:00,2026-04-13 20:44:00,2.0,34.8,0.53,69.07,True,0,已发货,已拒绝,,random gibberish string @#$%
97,327,338,2026-04-19 13:45:00,2026-04-19 14:24:00,1.0,81.52,2.95,78.57,False,1,已签收,已退款,Android,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X)
98,1360,197,2026-05-28 08:00:00,2026-05-28 09:44:00,3.0,37.02,0.78,110.28,False,0,退货中,已拒绝,,
99,1160,132,2026-03-10 02:19:00,2026-03-10 03:44:00,3.0,48.08,19.2,125.04,False,2,退货中,已拒绝,PC,
100,388,103,2026-05-01 19:02:00,2026-05-01 20:12:00,5.0,47.09,15.21,220.24,False,2,退货中,,Android,
101,948,506,2026-03-01 22:16:00,2026-03-02 00:01:00,4.0,,12.21,,True,1,已签收,,Android,Mozilla/5.0 (Linux; Android 11; SM-G991B)
102,69,397,2026-05-29 23:12:00,2026-05-30 00:15:00,3.0,,1.27,,True,4,退货中,申请中,,Mozilla/5.0 (Linux; Android 11; SM-G991B)
103,649,87,2026-04-12 22:04:00,2026-04-12 22:16:00,1.0,69.56,5.05,64.51,False,2,,已退款,iOS,python-requests/2.28.1
104,468,336,2026-03-05 01:21:00,2026-03-05 01:56:00,4.0,70.83,18.1,265.22,False,1,待发货,,Android,python-requests/2.28.1
105,1454,6,2026-03-14 21:53:00,2026-03-14 23:04:00,2.0,63.06,,126.12,True,0,已发货,,,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X)
106,660,43,2026-04-22 23:31:00,2026-04-22 23:36:00,2.0,140.64,7.38,273.9,True,2,,申请中,PC,
107,1279,248,2026-03-06 20:09:00,2026-03-06 21:43:00,4.0,72.37,7.84,281.64,False,0,已发货,已拒绝,iOS,python-requests/2.28.1
108,1831,357,2026-03-21 22:06:00,,2.0,34.9,16.19,53.61,False,2,,申请中,,python-requests/2.28.1
109,433,275,2026-03-17 19:40:00,2026-03-17 19:49:00,-2.0,,13.41,,False,1,退货中,已拒绝,,random gibberish string @#$%
110,733,297,2026-05-04 13:16:00,2026-05-04 14:33:00,1.0,58.94,15.68,43.26,False,2,,已拒绝,,
111,1312,312,2026-04-20 01:50:00,2026-04-20 01:55:00,3.0,22.47,19.52,47.89,False,2,待发货,,iOS,python-requests/2.28.1
112,398,53,2026-03-12 13:01:00,2026-03-12 13:28:00,4.0,129.52,11.57,506.51,True,1,,,,
113,1613,230,2026-04-01 05:22:00,2026-04-01 07:03:00,1.0,61.13,5.51,55.62,True,1,待发货,申请中,PC,random gibberish string @#$%
114,1886,359,2027-11-10 00:00:00,2027-11-10 00:03:00,5.0,36.98,-2.943497662911016,184.9,False,1,,已拒绝,,Mozilla/5.0 (Linux; Android 11; SM-G991B)
115,1886,359,2027-11-10 00:00:00,2027-11-10 00:03:00,5.0,36.98,-2.943497662911016,184.9,False,1,,已拒绝,,Mozilla/5.0 (Linux; Android 11; SM-G991B)
116,1292,343,2026-05-21 23:25:00,,1.0,74.86,13.5,61.36,True,1,待发货,,iOS,python-requests/2.28.1
117,1956,435,2026-03-27 22:48:00,2026-03-27 23:24:00,1.0,185.01,-5.537638363059286,185.01,False,2,退货中,已拒绝,,python-requests/2.28.1
118,708,393,2026-05-04 21:12:00,2026-05-04 21:32:00,1.0,53.78,17.68,36.1,False,2,,,,python-requests/2.28.1
119,1665,35,2026-03-15 23:30:00,2026-03-16 00:51:00,2.0,49.21,9.23,89.19,False,0,已签收,已退款,PC,Mozilla/5.0 (Linux; Android 11; SM-G991B)
120,60,180,2026-05-20 08:26:00,2026-05-20 09:47:00,4.0,112.87,4.98,446.5,True,5,,,,Mozilla/5.0 (Linux; Android 11; SM-G991B)
121,506,237,2026-04-20 03:25:00,2026-04-20 04:17:00,2.0,,7.42,,False,2,,已退款,,random gibberish string @#$%
122,344,392,2026-04-24 21:06:00,2026-04-24 22:27:00,1.0,46.06,3.71,42.35,False,0,待发货,已拒绝,,random gibberish string @#$%
123,98,307,2026-03-19 11:18:00,2026-03-19 11:59:00,4.0,60.45,17.57,224.23,True,4,退货中,已退款,iOS,random gibberish string @#$%
124,447,74,2026-05-01 21:13:00,2026-05-01 22:02:00,2.0,119.59,3.71,235.47,False,0,已签收,,,
125,1417,74,2026-05-02 20:49:00,2026-05-02 21:07:00,4.0,119.59,11.66,466.7,False,2,退货中,已退款,,
126,587,76,2026-03-05 17:35:00,2026-03-05 18:20:00,1.0,115.04,-9.082402236549772,115.04,False,0,已发货,申请中,,python-requests/2.28.1
127,546,74,2026-04-05 18:24:00,2026-04-05 18:49:00,5.0,119.59,3.65,594.3,True,2,,,,
128,1538,307,2026-03-15 17:37:00,2026-03-15 17:40:00,2.0,60.45,8.0,112.9,False,2,,,Android,python-requests/2.28.1
129,678,397,2026-04-11 12:14:00,2026-04-11 12:35:00,,,16.25,,True,5,已签收,,PC,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X)
130,81,59,2026-03-12 21:01:00,2026-03-12 22:39:00,5.0,80.27,5.22,396.13,False,2,,,PC,
131,505,167,2026-05-02 02:07:00,2026-05-02 02:57:00,1.0,43.74,14.01,29.73,False,0,已签收,已拒绝,,
132,717,445,2026-03-13 22:30:00,2026-03-14 00:30:00,3.0,105.3,7.68,308.22,True,3,已发货,已拒绝,Android,Mozilla/5.0 (Linux; Android 11; SM-G991B)
133,796,313,2026-04-29 20:14:00,,4.0,86.11,16.03,328.41,False,0,待发货,申请中,PC,python-requests/2.28.1
134,158,419,2026-04-19 12:03:00,2026-04-19 13:52:00,,52.35,10.9,,False,2,退货中,,PC,python-requests/2.28.1
135,927,300,2026-03-20 18:31:00,2026-03-20 20:27:00,,35.41,15.8,,False,1,已签收,,iOS,python-requests/2.28.1
136,762,401,2026-05-28 19:17:00,2026-05-28 20:29:00,2.0,,,,True,1,已签收,申请中,,
137,712,466,2026-04-13 20:45:00,2026-04-13 21:46:00,3.0,107.24,2.5,319.22,False,0,已发货,已退款,,Mozilla/5.0 (Linux; Android 11; SM-G991B)
138,185,404,2026-04-06 21:31:00,2026-04-06 22:45:00,4.0,62.42,17.18,232.5,True,1,,已退款,PC,Mozilla/5.0 (Linux; Android 11; SM-G991B)
139,1190,443,2026-05-21 19:49:00,2026-05-21 20:01:00,2.0,85.11,8.25,161.97,True,0,待发货,已退款,Android,python-requests/2.28.1
140,1272,430,2026-04-28 21:32:00,2026-04-28 22:03:00,2.0,192.72,1.3,384.14,False,2,已发货,申请中,Android,python-requests/2.28.1
141,1937,74,2026-03-06 18:35:00,2026-03-06 19:30:00,4.0,119.59,9.37,468.99,False,0,已发货,已拒绝,,Mozilla/5.0 (Linux; Android 11; SM-G991B)
142,1573,262,2026-04-18 11:01:00,2026-04-18 11:07:00,-4.0,36.77,4.0,,True,4,,已拒绝,,
143,688,187,2026-03-07 00:24:00,2026-03-07 01:51:00,4.0,91.56,12.77,353.47,True,1,已发货,申请中,Android,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X)
144,1503,479,2026-05-03 01:53:00,2026-05-03 02:54:00,,124.67,2.42,,False,1,已发货,,iOS,python-requests/2.28.1
145,301,241,2026-04-13 18:56:00,2026-04-13 20:14:00,1.0,118.27,13.68,104.59,False,1,退货中,,Android,Mozilla/5.0 (Linux; Android 11; SM-G991B)
146,1762,40,2026-05-27 01:06:00,invalid_time_format,,131.5,11.47,,False,0,已签收,已拒绝,,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X)
147,813,7,2026-05-11 06:44:00,invalid_time_format,3.0,131.0,2.26,390.74,False,1,退货中,已退款,,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X)
148,1230,408,2026-03-31 19:11:00,invalid_time_format,5.0,29.46,,147.3,True,4,已签收,已拒绝,iOS,
149,776,488,2026-04-12 20:46:00,2026-04-12 21:54:00,1.0,37.38,1.75,35.63,False,1,已发货,已拒绝,iOS,
150,21,278,2026-03-12 23:23:00,2026-03-12 23:44:00,5.0,78.98,9.83,385.07,True,2,,已退款,PC,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X)
151,1968,320,2026-05-26 19:51:00,2026-05-26 21:12:00,3.0,39.0,15.83,101.17,True,4,退货中,,PC,
152,1421,132,2026-05-02 22:44:00,2026-05-02 23:34:00,5.0,48.08,11.76,228.64,True,1,待发货,已退款,Android,random gibberish string @#$%
153,1508,63,2026-03-23 02:40:00,,4.0,148.08,-10.394089545688765,592.32,True,5,,申请中,,Mozilla/5.0 (Linux; Android 11; SM-G991B)
154,544,159,2026-05-28 23:29:00,,3.0,129.6,,388.8,False,1,,已拒绝,Android,
155,544,159,2026-05-28 23:29:00,,3.0,129.6,,388.8,False,1,,已拒绝,Android,
156,882,74,2026-03-09 21:09:00,2026-03-09 21:39:00,4.0,119.59,18.22,460.14,False,1,待发货,,Android,random gibberish string @#$%
157,1610,170,2026-05-08 08:35:00,2026-05-08 10:13:00,1.0,81.35,11.54,69.81,False,1,待发货,申请中,Android,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X)
158,1448,172,2026-03-30 03:37:00,2026-03-30 04:44:00,4.0,64.74,19.46,239.5,True,2,,已退款,,
159,1519,8,2027-08-27 00:00:00,2027-08-27 00:55:00,4.0,68.17,15.66,257.02,True,5,,,Android,
160,632,70,2026-04-28 20:16:00,2026-04-28 20:59:00,5.0,130.53,4.46,648.19,True,0,已签收,已拒绝,,random gibberish string @#$%
161,1873,66,2027-09-20 00:00:00,2027-09-20 00:57:00,,107.72,4.87,,True,5,退货中,申请中,,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X)
162,919,138,2026-05-03 22:31:00,2026-05-04 00:09:00,4.0,48.51,2.59,191.45,False,0,,,iOS,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X)
163,310,117,2026-05-01 10:18:00,2026-05-01 10:44:00,1.0,113.37,6.9,106.47,False,1,已签收,已拒绝,iOS,
164,310,117,2026-05-01 10:18:00,2026-05-01 10:44:00,1.0,113.37,6.9,106.47,False,1,已签收,已拒绝,iOS,
165,555,285,2026-04-18 12:36:00,2026-04-18 12:40:00,1.0,87.65,,87.65,False,1,,申请中,Android,random gibberish string @#$%
166,1758,419,2026-03-16 19:03:00,2026-03-16 20:27:00,4.0,52.35,,209.4,False,1,已发货,申请中,,
167,332,280,2026-05-17 23:46:00,2026-05-18 01:46:00,2.0,113.87,14.86,212.88,True,2,已发货,,PC,python-requests/2.28.1
168,719,365,2026-05-10 18:12:00,2026-05-10 19:58:00,1.0,38.8,17.12,21.68,False,2,,申请中,Android,python-requests/2.28.1
169,1511,385,2026-04-23 11:22:00,2026-04-23 12:39:00,3.0,,-4.860371581784799,,True,5,退货中,申请中,PC,random gibberish string @#$%
170,628,1,2026-05-16 19:19:00,2026-05-16 20:25:00,1.0,131.74,,131.74,True,5,退货中,,iOS,Mozilla/5.0 (Linux; Android 11; SM-G991B)
171,1489,194,2026-03-05 20:51:00,2026-03-05 22:14:00,2.0,31.09,8.16,54.02,True,4,待发货,已拒绝,iOS,Mozilla/5.0 (Linux; Android 11; SM-G991B)
172,1574,442,2026-05-28 17:21:00,2026-05-28 18:08:00,3.0,175.54,4.83,521.79,True,5,,申请中,,python-requests/2.28.1
173,131,398,2026-05-07 13:26:00,2026-05-07 15:12:00,1.0,22.96,2.94,20.02,False,0,退货中,已拒绝,Android,Mozilla/5.0 (iPhone; CPU iPhone OS 15_0 like Mac OS X)
174,1144,179,2026-04-01 01:44:00,invalid_time_format,3.0,105.51,19.97,296.56,False,1,,,PC,python-requests/2.28.1
175,2001,223,2026-05-13 21:45:00,2026-05-13 22:51:00,2.0,38.65,16.57,60.73,True,3,已签收,已退款,Android,python-requests/2.28.1
176,450,11,2026-04-04 18:24:00,2026-04-04 18:44:00,2.0,56.79,19.64,93.94,False,2,,,,random gibberish string @#$%
177,450,11,2026-04-04 18:24:00,2026-04-04 18:44:00,2.0,56.79,19.64,93.94,False,2,,,,random gibberish string @#$%
178,450,11,2026-04-04 18:24:00,2026-04-04 18:44:00,2.0,56.79,19.64,93.94,False,2,,,,random gibberish string @#$%
179,1204,353,2026-05-04 04:31:00,2026-05-04 05:10:00,4.0,28.45,12.63,101.17,False,0,,已退款,Android,python-requests/2.28.1
180,167,262,2026-04-11 14:16:00,2026-04-11 14:36:00,3.0,36.77,1.13,109.18,False,2,待发货,已拒绝,iOS,Mozilla/5.0 (Linux; Android 11; SM-G991B)
181,1243,232,2026-03-13 12:34:00,2026-03-13 14:20:00,3.0,27.33,6.7,75.29,True,5,已签收,申请中,PC,
